serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAUMBDP4Q,2016-09-14T00:00:00.000,NORTHGATE MARKET #37,94,A,1,ROUTINE INSPECTION,EE0000997,425 S SOTO ST,LOS ANGELES,FA0042669,CA,90033,OW0026268,NORTHGATE GONZALEZ LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,DELI/TORTILLERIA,ACTIVE,PR0122824
DAT2SRLNU,2017-06-22T00:00:00.000,CALIFORNIA MARKET,91,A,1,ROUTINE INSPECTION,EE0000869,450 S WESTERN AVE,LOS ANGELES,FA0180487,CA,90020,OW0185850,GAJU MARKET CORPORATION,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,CALIFORNIA MARKET - MEAT/SEAFOOD DEPT.,ACTIVE,PR0174255
DANUG4KDT,2015-10-05T00:00:00.000,NEW ORLEANS FISH MARKET,93,A,1,ROUTINE INSPECTION,EE0000006,2212 W VERNON AVE,LOS ANGELES,FA0067524,CA,90008,OW0012691,"GANIER,BERNARD","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,NEW ORLEANS FISH MARKET,ACTIVE,PR0041352
DA0490788,2016-01-28T00:00:00.000,LA BRUSCHETTA,100,A,1,ROUTINE INSPECTION,EE0000684,1621 WESTWOOD BLVD,LOS ANGELES,FA0032979,CA,90024,OW0028151,"PELONI, ANGELO",RESTAURANT (61-150) SEATS HIGH RISK,1638,LA BRUSCHETTA,ACTIVE,PR0047729
DAEGKX0A5,2016-08-25T00:00:00.000,GREEN BOWL 2 GO,95,A,1,ROUTINE INSPECTION,EE0000360,800 ALAMEDA ST # 4,LOS ANGELES,FA0177643,CA,90012-3740,OW0005806,CALIFORNIA SUNSHINE FOODS CO,RESTAURANT (0-30) SEATS MODERATE RISK,1631,GREEN BOWL 2 GO,ACTIVE,PR0170679
DALZXJG3A,2017-10-27T00:00:00.000,CLUB BAHIA,97,A,1,ROUTINE INSPECTION,EE0001058,1130 W SUNSET BLVD,LOS ANGELES,FA0009429,CA,90026,OW0008378,CLUB BAHIA INC.,RESTAURANT (151 + ) SEATS HIGH RISK,1641,CLUB BAHIA,ACTIVE,PR0034188
DAJICYWP6,2018-07-19T00:00:00.000,ORENO YAKINIKU,90,A,1,ROUTINE INSPECTION,EE0000360,123 ASTRONAUT ELLISON ONIZUKA ST #308,LOS ANGELES,FA0042640,CA,90012,OW0019962,KOYAMA TAKAAKI,RESTAURANT (61-150) SEATS HIGH RISK,1638,ORENO YAKINIKU,ACTIVE,PR0033309
DACIZTO2M,2017-03-14T00:00:00.000,VALERO,94,A,1,ROUTINE INSPECTION,EE0000360,500 S ALAMEDA ST,LOS ANGELES,FA0073222,CA,90013,OW0018450,"KARADJIAN,PETER","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,VALERO,ACTIVE,PR0042044
DAAFAFEP3,2016-09-27T00:00:00.000,RODEO'S GRILL,99,A,1,ROUTINE INSPECTION,EE0000923,1721 W SUNSET BLVD,LOS ANGELES,FA0046091,CA,90026,OW0031559,"SANCHEZ, RAUL",RESTAURANT (61-150) SEATS HIGH RISK,1638,RODEO'S GRILL,ACTIVE,PR0032966
DAQD5EO29,2016-07-05T00:00:00.000,GREEN HOUSE,95,A,1,ROUTINE INSPECTION,EE0000740,1100 S SAN PEDRO ST # N1,LOS ANGELES,FA0026662,CA,90015,OW0019245,"KIM, EUN H",RESTAURANT (0-30) SEATS MODERATE RISK,1631,GREEN HOUSE,ACTIVE,PR0034617
DATXLBXPZ,2017-01-25T00:00:00.000,WASABI JAPANESE NOODLE HOUSE,94,A,1,ROUTINE INSPECTION,EE0000531,3444 WILSHIRE BLVD,LOS ANGELES,FA0176807,CA,90010,OW0182806,YONG JA KANG,RESTAURANT (31-60) SEATS HIGH RISK,1635,WASABI JAPANESE NOODLE HOUSE,ACTIVE,PR0169716
DARPON0TC,2018-02-28T00:00:00.000,ABSOLUTELY PHOBULOUS,90,A,1,ROUTINE INSPECTION,EE0000951,350 N LA CIENEGA BLVD,LOS ANGELES,FA0244692,CA,90048,OW0239868,MAI LU,RESTAURANT (0-30) SEATS HIGH RISK,1632,ABSOLUTELY PHOBULOUS,ACTIVE,PR0193028
DADD9GI0X,2016-09-07T00:00:00.000,MR C BEVERLY HILLS,90,A,1,ROUTINE INSPECTION,EE0000015,1224 BEVERWIL DR,LOS ANGELES,FA0040691,CA,90035,OW0025121,"MORNING VIEW HOTELS, BH, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,MR C BEVERLY HILLS,ACTIVE,PR0043918
DAAIO9DRR,2017-12-27T00:00:00.000,800  DEGREES NEAPOLITAN PIZZERIA,95,A,1,ROUTINE INSPECTION,EE0000709,1539 N VINE ST,LOS ANGELES,FA0222456,CA,90028,OW0227297,"800 DEGREES HOLLYWOOD CA, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,800  DEGREES NEAPOLITAN PIZZERIA,ACTIVE,PR0177468
DAQADQPYP,2018-02-02T00:00:00.000,ROSE MARKET,91,A,1,ROUTINE INSPECTION,EE0000375,1387 WESTWOOD BLVD,LOS ANGELES,FA0046900,CA,90024,OW0027540,"PAPEN, FAKHRY","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,ROSE MARKET,ACTIVE,PR0040578
DA0NFVYI3,2017-05-16T00:00:00.000,MCCONNELL'S ICE CREAM,94,A,1,ROUTINE INSPECTION,EE0000904,4634 HOLLYWOOD BLVD,LOS ANGELES,FA0242464,CA,90027-5408,OW0238076,MCCONNELL'S  RETAIL STORE LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MCCONNELL'S ICE CREAM,ACTIVE,PR0190634
DAQ58KBOP,2016-08-31T00:00:00.000,99+ BARGAINS,98,A,1,ROUTINE INSPECTION,EE0000723,2211 W WASHINGTON BLVD,LOS ANGELES,FA0225675,CA,90018,OW0229921,99 BARGAINS,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,99+ BARGAINS,ACTIVE,PR0180984
DAM6R03ST,2016-04-13T00:00:00.000,MARCE'S MINI MARKET,96,A,1,ROUTINE INSPECTION,EE0000594,4160 S AVALON BLVD,LOS ANGELES,FA0066361,CA,90011,OW0015364,"HERNANDEZ, ERNESTINA","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,MARCE'S MINI MARKET,ACTIVE,PR0010572
DABA0GMUH,2016-12-15T00:00:00.000,COFFEE TOMO,96,A,1,ROUTINE INSPECTION,EE0000375,11309 MISSISSIPPI AVE,LOS ANGELES,FA0060056,CA,90025,OW0034316,SUNG KI BUM,RESTAURANT (0-30) SEATS MODERATE RISK,1631,COFFEE TOMO,ACTIVE,PR0032980
DAWBNORGE,2016-03-15T00:00:00.000,CHINA BOWL RESTAURANT,84,B,1,ROUTINE INSPECTION,EE0001026,4400 S CENTRAL AVE,LOS ANGELES,FA0014761,CA,90011,OW0034973,TANG WELLEY TEG,RESTAURANT (0-30) SEATS HIGH RISK,1632,CHINA BOWL RESTAURANT,INACTIVE,PR0001462
DA70RSQT0,2018-02-05T00:00:00.000,WABA GRILL,95,A,1,ROUTINE INSPECTION,EE0001025,5857 S CENTRAL AVE 140,LOS ANGELES,FA0159919,CA,90001-1127,OW0124910,"5857 CENTRAL AVE., LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,WABA GRILL,ACTIVE,PR0147998
DAJXJ3ERL,2017-10-20T00:00:00.000,HITE KWANG JANG,93,A,1,ROUTINE INSPECTION,EE0000884,3121 W OLYMPIC BLVD # 105,LOS ANGELES,FA0251717,CA,90004,OW0245615,"HITE KWANG JANG, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,HITE KWANG JANG,ACTIVE,PR0200895
DASO9LOXS,2017-04-27T00:00:00.000,SALATHAI RESTAURANT #1,96,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0001058,211 ALPINE ST STE 8,LOS ANGELES,FA0159610,CA,90012,OW0124619,"SALATHAI RESTAURANT #1, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,SALATHAI RESTAURANT #1,ACTIVE,PR0147670
DAKSHYJJ0,2015-12-14T00:00:00.000,AUNTIE NONA'S RESTAURANT,85,B,1,ROUTINE INSPECTION,EE0000722,4463 BEVERLY BLVD STE B,LOS ANGELES,FA0177585,CA,90004,OW0183500,HECTOR,RESTAURANT (0-30) SEATS HIGH RISK,1632,AUNTIE NONA'S RESTAURANT,INACTIVE,PR0170611
DARHQGEYY,2018-04-04T00:00:00.000,BROADWAY SOCIAL CENTER,93,A,1,ROUTINE INSPECTION,EE0000740,2205 N BROADWAY,LOS ANGELES,FA0058702,CA,90031,OW0012642,"GALLARZO,MARCELINO DBA",RESTAURANT (0-30) SEATS LOW RISK,1630,BROADWAY SOCIAL CENTER,ACTIVE,PR0011885
DALSV0EQL,2018-07-17T00:00:00.000,AUNTIE ANNE'S,87,B,1,ROUTINE INSPECTION,EE0000176,3650 W MLK BLVD # 268A,LOS ANGELES,FA0004436,CA,90008,OW0021318,"LEE, MOO YOUL",RESTAURANT (0-30) SEATS MODERATE RISK,1631,AUNTIE ANNE'S,ACTIVE,PR0040941
DACLRM5IU,2017-05-30T00:00:00.000,LA FLOR DE YUCATAN BAKERY DE,95,A,1,ROUTINE INSPECTION,EE0000721,1800 S HOOVER ST,LOS ANGELES,FA0065155,CA,90006,OW0005491,BURGOS MARCOS A.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA FLOR DE YUCATAN BAKERY DE,ACTIVE,PR0033444
DAQSQ6MAJ,2016-05-17T00:00:00.000,ANGEL'S JUICE BAR,83,B,1,ROUTINE INSPECTION,EE0000854,833 S WESTERN AVE STE #40,LOS ANGELES,FA0003868,CA,90005,OW0018382,"KANG, CHARLES S",RESTAURANT (0-30) SEATS LOW RISK,1630,ANGEL'S JUICE BAR,ACTIVE,PR0007714
DADQ10M10,2016-05-24T00:00:00.000,RITE AID #5440,93,A,1,ROUTINE INSPECTION,EE0000740,111 E AVENUE 26,LOS ANGELES,FA0030678,CA,90031,OW0035897,"THRIFTY PAYLESS, INC","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,RITE AID,ACTIVE,PR0024228
DACVJL6SY,2016-07-11T00:00:00.000,UNITED OIL #148,96,A,1,ROUTINE INSPECTION,EE0000912,800 N WESTERN AVE,LOS ANGELES,FA0167611,CA,90029,OW0002870,"APRO, LLC. (UNITED OIL)","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,UNITED OIL #148,ACTIVE,PR0157990
DATQ784OH,2018-05-03T00:00:00.000,SAN FRANCISCO SALOON,92,A,1,ROUTINE INSPECTION,EE0000338,11501 W PICO BLVD,LOS ANGELES,FA0046862,CA,90064,OW0004173,"BEACH, DON/BRUCE",RESTAURANT (61-150) SEATS HIGH RISK,1638,SAN FRANCISCO SALOON,ACTIVE,PR0001955
DA75G4KR3,2017-03-28T00:00:00.000,SALGADO'S LITTLE KITCHEN,90,A,1,ROUTINE INSPECTION,EE0000740,5061 ALHAMBRA AVE,LOS ANGELES,FA0046714,CA,90032,OW0011708,"FEDERICO, CLAUDIA",RESTAURANT (0-30) SEATS HIGH RISK,1632,SALGADO'S LITTLE KITCHEN,ACTIVE,PR0015101
DAXVA03BW,2016-04-21T00:00:00.000,LA POBLANITA,86,B,1,ROUTINE INSPECTION,EE0000946,3051 W 7TH ST,LOS ANGELES,FA0021042,CA,90005,OW0013591,"GOMEZ, JERONIMO",RESTAURANT (0-30) SEATS HIGH RISK,1632,LA POBLANITA,ACTIVE,PR0041540
DAAOTBTSV,2017-09-06T00:00:00.000,LA CARRETA,96,A,1,ROUTINE INSPECTION,EE0001049,4538 1/2 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0034125,CA,90022,OW0030375,"ROBLES, SAMUEL",RESTAURANT (0-30) SEATS HIGH RISK,1632,LA CARRETA,ACTIVE,PR0002062
DANWVP35G,2018-05-04T00:00:00.000,PHO 2000,96,A,1,ROUTINE INSPECTION,EE0000854,928 S WESTERN AVE STE 117,LOS ANGELES,FA0028344,CA,90006,OW0018155,"JUNG'S ENTERPRISE, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,PHO 2000,ACTIVE,PR0036940
DAELI7E7H,2018-01-17T00:00:00.000,PIZZA HUT #26177,96,A,1,ROUTINE INSPECTION,EE0000059,8947 W PICO BLVD,LOS ANGELES,FA0044790,CA,90035,OW0033717,SOUTHERN CALIFORNIA PIZZA CO LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PIZZA HUT # 026177,ACTIVE,PR0012880
DAK0LXPWJ,2017-10-17T00:00:00.000,EL POLLO LOCO # 3540,90,A,1,ROUTINE INSPECTION,EE0000723,1545 S WESTERN AVE,LOS ANGELES,FA0021251,CA,90019,OW0024364,"MI POLLO, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,EL POLLO LOCO # 3540,ACTIVE,PR0007788
DAIGGH4VV,2016-01-07T00:00:00.000,MEDIA SERVICES CAFE,97,A,1,ROUTINE INSPECTION,EE0000684,500 S SEPULVEDA BLVD 1FL,LOS ANGELES,FA0167866,CA,90049,OW0130833,MEDIA SERVICES CAFE LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MEDIA SERVICES CAFE,ACTIVE,PR0158287
DADFV4EWT,2017-11-20T00:00:00.000,PRONTO PIZZA,94,A,1,ROUTINE INSPECTION,EE0001073,608 E MANCHESTER AVE,LOS ANGELES,FA0136788,CA,90001,OW0099485,"LUZZIA, PIZZA COMPANY",RESTAURANT (0-30) SEATS MODERATE RISK,1631,PRONTO PIZZA,ACTIVE,PR0120010
DA1WWFCCG,2017-11-29T00:00:00.000,LASSENS,96,A,1,ROUTINE INSPECTION,EE0000723,710 S LA BREA AVE,LOS ANGELES,FA0203205,CA,90036,OW0208423,LASSENS NATURAL FOODS & VITAMI,RESTAURANT (0-30) SEATS HIGH RISK,1632,LASSENS - RESTAURANT,ACTIVE,PR0175796
DAQZKQU2T,2016-03-01T00:00:00.000,THE HIGHLAND DONUT ONE-STOP,90,A,1,ROUTINE INSPECTION,EE0000822,1770 N HIGHLAND AVE D-E,LOS ANGELES,FA0051489,CA,90028,OW0036878,"UNG, KELLY ET AL",RESTAURANT (31-60) SEATS HIGH RISK,1635,THE HIGHLAND DONUT ONE-STOP,INACTIVE,PR0028653
DA71TBZUU,2018-03-23T00:00:00.000,PAPA JOHN'S PIZZA,97,A,1,ROUTINE INSPECTION,EE0000955,5654 W MANCHESTER AVE,LOS ANGELES,FA0252159,CA,90045,OW0245980,ZAHDI INTERNATIONAL INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PAPA JOHN'S PIZZA,ACTIVE,PR0201393
DALWTP8M0,2016-04-15T00:00:00.000,DODGER STADIUM,97,A,1,ROUTINE INSPECTION,EE0000122,1000 VIN SCULLY AVE,LOS ANGELES,FA0019271,CA,90012,OW0021606,LEVY PREMIUM FOOD SERVICE LP,RESTAURANT (151 + ) SEATS HIGH RISK,1641,#952 TOP DECK DOGS TOO,ACTIVE,PR0012340
DAIX5HXHX,2015-08-18T00:00:00.000,CASA BAJA,93,A,1,ROUTINE INSPECTION,EE0000366,808 S WALL ST LBBY LOBBY,LOS ANGELES,FA0007910,CA,90014,OW0007724,CHOI DON SANG,RESTAURANT (0-30) SEATS HIGH RISK,1632,CASA BAJA,ACTIVE,PR0012589
DAXCGIW9O,2016-04-05T00:00:00.000,Z PIZZA,97,A,1,ROUTINE INSPECTION,EE0000828,123 N LARCHMONT BLVD,LOS ANGELES,FA0055826,CA,90004,OW0040326,ZPIZZA STORES INC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,Z PIZZA,INACTIVE,PR0008871
DAO1ODH5A,2018-02-27T00:00:00.000,SUSHI TIME,90,A,1,ROUTINE INSPECTION,EE0000951,8103 1/2 BEVERLY BLVD,LOS ANGELES,FA0035656,CA,90048,OW0026811,"ONO, HITOSHI AND KINUKO",RESTAURANT (31-60) SEATS HIGH RISK,1635,SUSHI TIME,ACTIVE,PR0041726
DAUDTC08W,2015-09-24T00:00:00.000,TLT FOOD,91,A,1,ROUTINE INSPECTION,EE0000911,1116 WESTWOOD BLVD,LOS ANGELES,FA0052086,CA,90024,OW0035742,"THE STAND, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,TLT FOOD,ACTIVE,PR0046854
DARZBVLTD,2017-02-10T00:00:00.000,THE PARK,95,A,1,ROUTINE INSPECTION,EE0001058,1400 W SUNSET BLVD,LOS ANGELES,FA0037539,CA,90026,OW0032810,"SIEGEL, JOSHUA M",RESTAURANT (31-60) SEATS HIGH RISK,1635,THE PARK,ACTIVE,PR0000880
DACRXGGE1,2015-12-11T00:00:00.000,SHOP CAFE,98,A,1,ROUTINE INSPECTION,EE0000117,823 EXPOSITION BLVD,LOS ANGELES,FA0048415,CA,90089,OW0037014,USC HOSPITALITY SERVICES,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SHOP CAFE,ACTIVE,PR0040930
DA6V8LOYV,2017-10-18T00:00:00.000,BANGKOK GRILL,87,B,1,ROUTINE INSPECTION,EE0000923,2770 FLETCHER DR,LOS ANGELES,FA0176119,CA,90039,OW0182540,KRITTIKA BANSOTCHUEN & SAMAI LACHINLA,RESTAURANT (31-60) SEATS HIGH RISK,1635,BANGKOK GRILL,ACTIVE,PR0169370
DASWLWG0Q,2018-04-25T00:00:00.000,W & B MEATS MARKET,91,A,1,ROUTINE INSPECTION,EE0001026,4800 S SAN PEDRO ST,LOS ANGELES,FA0160304,CA,90011,OW0125277,SALVADOR HERNANDEZ,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,W & B MEATS MARKET,ACTIVE,PR0148389
DAWONNOBV,2018-04-27T00:00:00.000,RUTT'S HAWAIIAN CAFE,90,A,1,ROUTINE INSPECTION,EE0000144,11707 W WASHINGTON PL,LOS ANGELES,FA0243019,CA,90066,OW0238530,RUTT'S  HAWAIIAN  CAFE. LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,RUTT'S HAWAIIAN CAFE,ACTIVE,PR0191243
DA4OZ2CUG,2017-04-04T00:00:00.000,FATBURGER,92,A,1,ROUTINE INSPECTION,EE0000659,8500 W 3RD ST,LOS ANGELES,FA0022818,CA,90048,OW0014854,HARD FOUR EATERY INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,FATBURGER,ACTIVE,PR0007224
DA3VRTUJQ,2017-03-30T00:00:00.000,TORUNG THAI CUISINE,91,A,1,ROUTINE INSPECTION,EE0000857,5657 HOLLYWOOD BLVD,LOS ANGELES,FA0038381,CA,90028,OW0038471,"WASANSAREKUL, VERAWAN",RESTAURANT (61-150) SEATS HIGH RISK,1638,TORUNG THAI CUISINE,ACTIVE,PR0018370
DADQDK1V0,2015-11-16T00:00:00.000,ANGIE'S LIQUOR,95,A,1,ROUTINE INSPECTION,EE0000691,1637 E FIRESTONE BLVD,LOS ANGELES,FA0163382,CA,90001,OW0126988,CARLOS E JIMENEZ SANTIAGO,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,ANGIE'S LIQUOR,INACTIVE,PR0151596
DAWD5OTLV,2016-10-26T00:00:00.000,M CAFE DE CHAYA,90,A,1,ROUTINE INSPECTION,EE0000951,7119 MELROSE AVE,LOS ANGELES,FA0036598,CA,90046,OW0011381,EUGENE AND ASSOCIATES INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,M CAFE DE CHAYA,ACTIVE,PR0021280
DATLS99PH,2018-04-09T00:00:00.000,BANGKOK PALACE,90,A,1,ROUTINE INSPECTION,EE0000923,2202 W SUNSET BLVD,LOS ANGELES,FA0249090,CA,90026,OW0243393,ROD ALLEN SAMPSON & KANOKWAN PONGPAOTHONG,RESTAURANT (31-60) SEATS HIGH RISK,1635,BANGKOK PALACE,ACTIVE,PR0197799
DAOKNNNID,2017-10-12T00:00:00.000,ALEJO'S TAKE OUT,97,A,1,ROUTINE INSPECTION,EE0000955,8335 S LINCOLN BLVD,LOS ANGELES,FA0005721,CA,90045,OW0006533,"CASTRO, CLAUDIA Y",RESTAURANT (0-30) SEATS HIGH RISK,1632,ALEJO'S TAKE OUT,ACTIVE,PR0023903
DADLHDQMQ,2015-09-25T00:00:00.000,RALPHS MARKET # 100,96,A,1,ROUTINE INSPECTION,EE0000835,7257 W SUNSET BLVD,LOS ANGELES,FA0069210,CA,90046,OW0029458,RALPHS GROCERY COMPANY,"FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",1611,MURRAY'S CHEESE ISLAND,ACTIVE,PR0156174
DAEITRKZ0,2017-10-02T00:00:00.000,CUGURT,95,A,1,ROUTINE INSPECTION,EE0000846,1904 1/2 HILLHURST AVE,LOS ANGELES,FA0039823,CA,90027,OW0013129,GHADRI MOHAMMAD HASSAN,RESTAURANT (0-30) SEATS HIGH RISK,1632,CUGURT,ACTIVE,PR0031018
DAFCEMFEW,2016-11-07T00:00:00.000,USA GASOLINE,90,A,1,ROUTINE INSPECTION,EE0000728,11259 S VERMONT AVE,LOS ANGELES,FA0073164,CA,90044,OW0018712,KENK USA INC.,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,USA GASOLINE,ACTIVE,PR0015371
DA7RUXE0K,2017-07-18T00:00:00.000,EL 7 MARES EXPRESS,97,A,1,ROUTINE INSPECTION,EE0000434,2727 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0173840,CA,90033-3105,OW0105888,EL 7 MARES SEAFOODS INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,EL 7 MARES STAND,ACTIVE,PR0166647
DAVARQ0SH,2018-05-10T00:00:00.000,ROSEN MUSIC STUDIO,94,A,1,ROUTINE INSPECTION,EE0000854,3488 W 8TH ST,LOS ANGELES,FA0046911,CA,90005,OW0030158,"RIM, UI S",RESTAURANT (31-60) SEATS HIGH RISK,1635,ROSEN MUSIC STUDIO,ACTIVE,PR0044241
DAY3QVOZY,2016-06-13T00:00:00.000,STO. DOMINGO BAKERY,85,B,1,ROUTINE INSPECTION,EE0000854,3418 W 8TH ST,LOS ANGELES,FA0049645,CA,90005,OW0015350,HERNANDEZ ENRIQUE,RESTAURANT (0-30) SEATS HIGH RISK,1632,STO. DOMINGO BAKERY,INACTIVE,PR0038369
DANVCGR0R,2018-02-14T00:00:00.000,TACOS EL UNICO,92,A,1,ROUTINE INSPECTION,EE0000729,10006 S NORMANDIE AVE,LOS ANGELES,FA0050955,CA,90047,OW0011822,FIESTA TACOS INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,TACOS EL UNICO,ACTIVE,PR0039338
DA0QF4LD6,2017-05-04T00:00:00.000,CASTLE BBQ,90,A,1,ROUTINE INSPECTION,EE0000722,473 N WESTERN AVE,LOS ANGELES,FA0245822,CA,90004,OW0240804,"EUNSANG 75, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,CASTLE BBQ,ACTIVE,PR0194199
DAQRG2BBK,2017-04-17T00:00:00.000,TOFU & NOODLE,90,A,1,ROUTINE INSPECTION,EE0000531,3068 W 8TH ST,LOS ANGELES,FA0138874,CA,90005,OW0102161,"FAMILY GROUP, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,TOFU & NOODLE,INACTIVE,PR0123246
DASWDHRZI,2016-10-13T00:00:00.000,EDIBLES COFFEE SHOP,82,B,1,ROUTINE INSPECTION,EE0000015,1888 CENTURY park E # LL30,LOS ANGELES,FA0165001,CA,90067,OW0128292,"ANGELES KITCHEN, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,EDIBLES COFFEE SHOP,ACTIVE,PR0153304
DAERSLSIH,2017-08-29T00:00:00.000,USC GALEN CENTER,96,A,1,ROUTINE INSPECTION,EE0000122,3400 S FIGUEROA ST,LOS ANGELES,FA0024368,CA,90089,OW0002904,ARAMARK HIGHER EDUCATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,GALEN CENTER FOUNDERS CLUB,ACTIVE,PR0018095
DAO52UY9M,2016-12-06T00:00:00.000,KACHI,94,A,1,ROUTINE INSPECTION,EE0000740,231 9TH ST,LOS ANGELES,FA0223952,CA,90015,OW0228530,"231 9TH STREET, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,KACHI,INACTIVE,PR0179111
DABWI2LBU,2016-02-17T00:00:00.000,K'S DONUT EMPORIUM,90,A,1,ROUTINE INSPECTION,EE0000581,10608 VENTURA BLVD,LOS ANGELES,FA0160372,CA,91604,OW0125336,BUNVENG NGOY,RESTAURANT (0-30) SEATS MODERATE RISK,1631,K'S DONUT EMPORIUM,ACTIVE,PR0148460
DAWVLBRHF,2016-01-13T00:00:00.000,CHINESE HOUSE HAOCHI,90,A,1,ROUTINE INSPECTION,EE0000699,3280 W 6TH ST,LOS ANGELES,FA0014861,CA,90020,OW0021348,"LEE, SANG WOO",RESTAURANT (0-30) SEATS HIGH RISK,1632,CHINESE HOUSE HAOCHI,ACTIVE,PR0005242
DAW30XB75,2015-12-09T00:00:00.000,MERCADO,91,A,1,ROUTINE INSPECTION,EE0000581,3413 CAHUENGA BLVD,LOS ANGELES,FA0164934,CA,90068,OW0128235,MERCADO ON CAHUENGA LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,MERCADO,ACTIVE,PR0153228
DA036XJAG,2018-05-31T00:00:00.000,SPRING STREET SMOKEHOUSE,94,A,1,ROUTINE INSPECTION,EE0001058,640 N SPRING ST,LOS ANGELES,FA0070815,CA,90012,OW0033817,SPRING STREET SMOKEHOUSE INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SPRING STREET SMOKEHOUSE,ACTIVE,PR0007221
DAEFR8Q0Q,2016-03-01T00:00:00.000,THE MELROSE SHRIMP,92,A,1,ROUTINE INSPECTION,EE0000722,4814 MELROSE AVE,LOS ANGELES,FA0175315,CA,90029,OW0181880,"THE MELROSE SHRIMP, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,THE MELROSE SHRIMP,INACTIVE,PR0168451
DAD4GUGK6,2017-03-29T00:00:00.000,LITTLE SISTER @ DTLA,94,A,1,ROUTINE INSPECTION,EE0000721,523 W 7TH ST,LOS ANGELES,FA0177896,CA,90014,OW0183783,"LSDT, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,LITTLE SISTER @ DTLA,ACTIVE,PR0170972
DAT74I1VB,2016-03-29T00:00:00.000,A GROCERY WAREHOUSE MEAT,93,A,1,ROUTINE INSPECTION,EE0001058,1487 W SUNSET BLVD,LOS ANGELES,FA0004782,CA,90026,OW0025896,NEW WORLD FOODS ENTERPRISES,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,A GROCERY WAREHOUSE MEAT,INACTIVE,PR0000158
DAHJLS1LU,2016-07-26T00:00:00.000,FATBURGER,90,A,1,ROUTINE INSPECTION,EE0000144,11275 VENICE BLVD,LOS ANGELES,FA0022819,CA,90066,OW0016939,"IMTIAZ, VAID",RESTAURANT (0-30) SEATS MODERATE RISK,1631,FATBURGER,ACTIVE,PR0031499
DAEN8BCUV,2016-02-05T00:00:00.000,7-ELEVEN #18534-C,93,A,1,ROUTINE INSPECTION,EE0000697,5763 HOLLYWOOD BLVD,LOS ANGELES,FA0003849,CA,90028,OW0031677,"SANHI, SWARNJIT SINGH","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,7-ELEVEN #18534-C,ACTIVE,PR0010528
